day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-10-02,-0.18105871972921003,1.0,-1.6178307145952062,1.0,1.0
2025-10-07,0.7071067811865475,1.0,0.7071067811865418,1.0,1.0
2025-10-09,-0.038067901242082675,0.4967311135682435,0.09785333403425747,1.4111978000571999,4.0
2025-10-10,0.04645345765447303,1.0073264869276806,-0.3012539944129235,1.0709557342420948,6.0
2025-10-11,0.6685986638863234,0.522268759930537,-0.12872717506673018,0.595397926862042,3.0
2025-10-12,0.026932211051796207,0.7016509336231274,-0.16067385236144324,0.9942639748814194,5.0
2025-10-13,-0.061600154208174836,0.7928543476949294,0.04725707774699335,0.7182519950729747,13.0
2025-10-14,-0.13174040962443795,0.9011996999361159,-0.15506145846505576,0.9393672307463257,10.0
2025-10-15,-0.16521898577031324,1.0237511119908975,-0.07972647906937501,0.8011335248663186,13.0
2025-10-16,-0.16307023455810335,0.8437746054913021,0.3306976096710478,0.5907049604392447,16.0
2025-10-17,-0.018651453662319836,0.7339563531478608,0.3398428744846918,0.80500844059682,15.0
2025-10-18,-0.24658674703665392,0.7532637026398249,0.7929437101831475,0.7205728112553552,7.0
2025-10-19,0.3470117678696238,0.7970782863030541,0.423203976816753,0.901601755139725,11.0
2025-10-20,0.6531491389094786,0.720092122212788,0.18992416755098773,0.7630739919501234,15.0
2025-10-21,0.28403623253694754,1.0589394762285922,0.2988780680443457,0.64472449337319,10.0
2025-10-22,0.03895714288424859,1.0757820388087076,0.05902495710798877,0.9986991999169359,9.0
2025-10-23,-0.3273425152667488,0.5501136262182212,0.4948867901770334,0.6799281501903283,15.0
2025-10-24,-0.0398451808457337,0.8107909528892906,-0.30462913859671964,1.0020581844046914,10.0
2025-10-25,-0.22292781081655652,0.7337213284670138,-0.10362403947791489,0.8370451931881127,7.0
2025-10-26,-1.1061781937025104,0.6588467844241892,-0.5383096101189605,0.8654195681072832,6.0
2025-10-27,0.1444704774995766,1.201680966857502,0.0792559223594203,1.077695481341354,8.0
2025-10-28,-0.02429092966833045,0.8413206539955478,0.07627667131010696,0.6296661539455651,17.0
2025-10-29,-0.0981694411839893,0.8463567297742891,0.22548387710358617,0.6857341367496932,17.0
2025-10-30,0.03688638379253361,0.7274622072902371,0.0231960408425351,1.010157190516138,12.0
2025-10-31,-0.1391111022302102,0.6969957586067594,-0.08103192400145678,0.9177543162692874,14.0
2025-11-01,0.28571175027445894,0.7631452828203001,0.060271869378463544,0.5616959842084674,13.0
2025-11-02,0.05218183939954119,0.8631392842159016,-0.17452977028470537,0.860909046535261,13.0
2025-11-03,0.19199633816097392,0.6926960169439735,0.06903660299982663,0.9184834265004542,26.0
2025-11-04,-0.340220810575028,0.748154477578206,0.0020553761248586727,0.8232013542961447,15.0
2025-11-05,0.18305952028652567,0.8719979315372975,0.501024948630603,0.8331022136179083,24.0
2025-11-06,-0.04974631401931969,0.6441215720274575,0.28059718112451265,0.6794371458984891,19.0
2025-11-07,0.11934080393893494,0.7620668898764265,0.10912855577662728,1.0803113488915932,20.0
2025-11-08,0.18208413093931858,0.5777166558009428,-0.20224863406385046,0.8178719120443055,10.0
2025-11-09,0.16986710871324154,0.82657527119247,-0.11319915651724122,0.7725649194531666,17.0
2025-11-10,0.040559275526822834,0.7656385166606654,-0.052688713720515486,0.743498812762847,27.0
2025-11-11,-0.5073301051653981,0.6163892760486468,-0.3616341821925411,0.9711978591937291,7.0
2025-11-12,-0.4202557951670949,0.8723613431927622,-0.2517044294849126,0.6406020283914262,6.0
2025-11-16,-0.960913625195382,1.0,-1.1535684168693727,1.0,1.0
2025-11-17,-0.11216966932960565,0.7333117373617678,0.02488316867739367,1.181645958989037,3.0
2025-11-18,0.03111111111111111,1.0,0.3111111111111111,1.0,1.0
2025-11-19,0.13727272727272727,1.0,0.4704545454545454,1.0,1.0
2025-11-20,-0.5242727491096715,0.7684278439134151,0.6641385405737921,0.6922549152019913,2.0
2025-11-21,0.030674397770631412,0.7964688981254443,0.10267715582418994,0.22702700256150032,2.0
2025-11-23,0.9856100789511201,1.0,-0.2652010601689758,1.0,1.0
2025-11-24,0.5693191834837839,0.6261988817540426,0.3443828134508265,0.9025805805112919,3.0
2025-11-25,0.1701773180163431,0.5728993361568842,0.49157539053286675,0.9321890147175605,3.0
2025-11-26,0.2824106232464589,1.1739483048409913,0.19368373794782376,0.6079232064750935,4.0
2025-11-27,-0.12236409813575333,0.696108567585395,0.1306994137973593,0.6640662787593264,4.0
2025-11-28,-0.8054726362878969,1.1176948447342765,0.5811614747899181,0.8036133685890359,4.0
2025-11-29,-0.6555542733622467,1.0,-0.07561729983367887,1.1069390109748214,2.0
2025-11-30,0.08396142665271417,1.0,-1.016777572527909,1.0,1.0
2025-12-01,-0.12570226039551638,0.5106353029288004,0.03207551738226191,0.6437874628575381,3.0
2025-12-02,0.03738053084054627,0.8911251070007199,-0.30946915478059406,1.3447025921660916,3.0
2025-12-03,-0.7536777035509683,0.3357170872538197,-0.5283729849092639,2.1794112178072176,2.0
2025-12-04,0.4920470511947313,0.6941060384249708,0.21603853984609944,0.6534535534946039,4.0
2025-12-05,0.19132132683685107,0.43828543985067375,0.34938308717898947,0.7191501233599625,8.0
2025-12-06,0.1206905189369264,0.2895121783131146,-0.16194202989920092,0.5783132829022284,6.0
2025-12-07,0.3353647979453092,0.5048363260704253,0.06770035263135823,0.5558833384093567,2.0
2025-12-08,-0.1155741251405807,0.9384968014856581,0.6651732560343798,0.28753322400630044,3.0
2025-12-09,0.48733291415518515,0.9642219482616842,0.31958044125992574,0.6896243816666541,6.0
2025-12-10,-0.512357715978414,0.7183488884102346,-0.07245611619777377,0.7138641161321773,8.0
2025-12-11,1.1747241507939068,0.34070034485889383,0.2533207259092747,0.24000584182674772,2.0
2025-12-12,0.6140429736487294,0.6719693508843416,0.15961922017371033,0.5772233677623124,2.0
2025-12-13,-0.4218232793585612,1.6059377280274367,0.3294616921947603,1.1602824949350492,5.0
2025-12-14,0.11306673025303186,1.0988211139240427,0.8561550041990006,0.5033650021174702,3.0
2025-12-15,0.316787780535384,0.3800225766381692,-0.45358714922238164,0.35578259321516575,4.0
2025-12-16,0.38481655461738673,0.8631779627383654,0.9848616935842428,0.6140659210980672,11.0
2025-12-17,0.1322846804958595,0.670331769478238,-0.1701734705347751,0.6682231261543892,8.0
2025-12-18,0.4024566704824632,0.3860177123770761,-0.17942275160260365,0.8514791132288243,7.0
2025-12-19,-0.4532113722761526,0.9931029219108667,0.10601270712277724,0.6870678600747039,4.0
2025-12-20,0.3756163619730257,0.2508375360276208,0.09250478059588083,0.7220372162251356,4.0
2025-12-21,0.28634737150695194,0.5950436636649813,-0.3969332555484784,0.438651606646436,2.0
2025-12-22,0.1989052313393466,0.80789709128785,0.3199028647521487,0.5555123396793334,8.0
2025-12-23,0.042506433426776985,0.6474429411774737,-0.037619018238337576,0.770571068490324,8.0
2025-12-24,0.03401709029107347,0.9612544432453737,-0.14196275764290106,0.7920726042879632,9.0
2025-12-25,-0.15409270372212142,0.32251286951707336,-0.43808693258264486,1.2205892455653695,2.0
2025-12-26,-0.2884198027093124,0.5814553200810276,-0.46812245862325097,0.6615901285202012,5.0
2025-12-27,0.1357142822515904,0.7690896073612739,0.5739235446455965,0.698885005543454,3.0
2025-12-29,-0.0385994159377054,0.8313141919136436,-0.027072366257992888,0.608300409851989,7.0
2025-12-30,-0.10635377304871725,0.4212116435898031,-0.24814691183058804,0.5852496882394026,4.0
2025-12-31,-0.0170778728626494,0.9246964067296678,0.31215472488035795,0.713981320593825,6.0
2026-01-01,-0.7071067811865476,1.0,0.7071067811865475,1.0,1.0
2026-01-02,0.35959589818602744,1.0198442847862939,-0.3048970071187092,1.2771276314402638,3.0
2026-01-03,-0.0185591614268687,0.9892540842581424,0.1154370333669441,0.8329392447569022,4.0
