day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2026-01-04,-0.5567680853782921,1.0,-0.6511065202616799,1.0,1.0
2026-01-05,-0.06772640343684223,0.4982186280507775,-0.12020705569464665,0.7763652063743803,4.0
2026-01-06,0.1292408504496694,0.8467760572362059,0.23748615874703383,0.7748187449573577,11.0
2026-01-07,-0.2568510323781636,1.0012607271242657,0.3712154017285216,0.7573697524477712,10.0
2026-01-08,0.027142119838157695,0.5908937988131479,0.24253064899934182,0.4702696694119442,10.0
2026-01-09,0.11418629682418503,0.3219613765103472,0.38666114771864285,0.7795421332703255,8.0
2026-01-10,0.24280819441014162,0.6937134911725028,0.637125573134204,1.0856494657230722,2.0
2026-01-11,-0.1214285714285714,1.0,0.5571428571428572,1.0,1.0
2026-01-12,0.21479657068936048,0.3135891509366046,0.11614694082623647,0.5251725327122746,2.0
2026-01-13,0.1344649883824513,0.968011659106785,0.23893061886311462,2.1020099226467264,2.0
2026-01-14,0.5144500295582133,0.847947884237902,-0.48982297348355375,0.7222739879607876,6.0
2026-01-15,-0.1632424393285758,0.6144115317514967,0.8962277571266898,0.6332040938576696,2.0
