domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.abc.net.au,0.08474810500835633,0.1456049065438219,0.4701593025417981,0.16745093557207721,81.0
economictimes.indiatimes.com,0.07946148087589285,0.13539001370189707,0.5016237896903482,0.13600947354090048,78.0
www.nature.com,0.04760758204380654,0.12700376890480516,0.38654561182993463,0.22615973987835386,77.0
www.lifesciencesworld.com,0.06873442565150899,0.15957058442205016,0.5987892585346752,0.17503639565288437,50.0
www.cbc.ca,0.09665122631302142,0.15705989333689693,0.4765639999753565,0.15966005749709836,30.0
gizmodo.com,0.06826168905682795,0.13477864993973082,0.49758114416447746,0.16356219913119152,30.0
nypost.com,-0.011792503872245255,0.17319517947324542,0.42259316832592697,0.15754456603993253,29.0
wattsupwiththat.com,0.06399117325841465,0.16006457630985677,0.4124891750969337,0.19524938403760458,29.0
theconversation.com,0.08162064723245731,0.15765083539520794,0.46152883251909227,0.14363462942761784,28.0
www.bbc.com,0.12787147101135196,0.1153265372525073,0.4262542544536592,0.16514046170906468,28.0
www.dailymail.com,0.10809226551226551,0.16900198753246506,0.4785247138047138,0.19676651938613252,25.0
www.sciencedaily.com,0.06019856319606319,0.12321769451251588,0.4607004063529064,0.13053924005791448,25.0
timesofindia.indiatimes.com,0.0596797294895121,0.1389548905261842,0.35744614785375656,0.2064937474687668,23.0
www.yahoo.com,0.06498767436267436,0.15135410185782175,0.4907432745825603,0.17747160009322965,21.0
www.thehindubusinessline.com,0.06561761320689892,0.11903254706262272,0.36867900948258087,0.12822106981543008,21.0
grist.org,0.014167167708834373,0.13735292626137452,0.4466516855058522,0.15929992830442177,18.0
www.scientificamerican.com,0.11087316284538506,0.14410785029606415,0.47363496405857514,0.1858793867030727,18.0
indianexpress.com,0.04653985846115475,0.14684282328263296,0.46722520620668767,0.16373431635688898,18.0
www.forbes.com,0.18022276334776335,0.1847675891826773,0.5031068033273915,0.1430251160200074,17.0
